Wall time,Step,Value
1729069477.5463982,764,-97.41000366210938
1729069634.3344774,765,106.30999755859375
1729069643.049425,766,-98.5199966430664
1729069662.2411084,767,108.87000274658203
1729069663.9632986,768,103.91999816894531
1729069796.830784,769,10.399999618530273
1729069819.4617484,770,108.44999694824219
1729069822.0806952,771,104.86000061035156
1729069830.308748,772,106.4800033569336
1729069954.147596,773,109.11000061035156
1729069983.8657641,774,107.25
1729070021.3512201,775,106.9000015258789
1729070029.9851062,776,107.58000183105469
1729070195.7125564,777,107.33000183105469
1729070238.7804275,779,107.55999755859375
1729070288.0667026,780,-96.47000122070312
1729070465.6947696,781,-96.48999786376953
1729070499.2645683,782,-200.60000610351562
1729070525.8910797,783,-200.5
1729070574.4509134,784,-98.44000244140625
1729070777.5319881,785,106.83999633789062
1729070799.6623597,786,107.76000213623047
1729070809.2890306,787,-200.2100067138672
1729070851.504124,788,-100.26000213623047
1729071040.1340032,789,109.30000305175781
1729071048.6756558,790,10.550000190734863
1729071099.1478539,791,-96.7699966430664
1729071131.9748182,792,107.19000244140625
1729071356.7937443,793,-94.44999694824219
1729071371.44349,794,108.23999786376953
1729071383.1278121,795,-200.14999389648438
1729071405.609878,796,107.76000213623047
1729071616.1281147,797,-200.77999877929688
1729071636.5700014,798,107.08999633789062
1729071642.6033778,799,-98.23999786376953
1729071651.5145073,800,107.55999755859375
1729071816.6407204,801,107.37999725341797
1729071847.4977994,803,-200.44000244140625
1729071850.7033045,804,107.86000061035156
1729071985.0663126,805,-200.1999969482422
1729072011.0871246,806,9.579999923706055
1729072057.5615144,807,-94.1500015258789
1729072105.7002287,808,-97.3499984741211
1729072272.266757,809,-200.64999389648438
1729072282.4397893,810,108.5199966430664
1729072379.6498117,812,-98.62000274658203
1729072576.5289693,813,-100.05999755859375
1729072612.7294087,814,108.26000213623047
1729072634.2526844,815,107.95999908447266
1729072684.0272405,816,-99.5199966430664
1729072879.5490885,817,108.27999877929688
1729072964.337733,819,-99.69000244140625
1729073006.7315905,820,-97.8499984741211
1729073211.1529665,821,107.83999633789062
1729073217.4989405,822,107.75
1729073244.8323078,824,108.31999969482422
1729073422.1184535,825,109.3499984741211
1729073453.2787461,826,-200.3300018310547
1729073483.986915,827,-99.04000091552734
1729073693.349181,829,-200.0
